Kategori;Sub Kategori;Harga Produk;Jumlah Produk Terjual;Nama Produk;Foto Produk;;
Game Key;Arma 3;Rp178.000;14 terjual;Arma 3;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fsteam-app-image%2Fcapsule-landscape%2F107410.jpg&w=1033&q=75;;
Game Key;Assassin's Creed Shadows;Rp1.156.000;14 terjual;Assassin's Creed Shadows - Standard Edition;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fimage_upload%2F202534%2Fksri5oq7yv4a8szz0wa1r.png&w=1033&q=75;;
Game Key;Assassin's Creed Shadows;Rp687.000;14 terjual;Assassin's Creed Shadows - Digital Deluxe Edition;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fimage_upload%2F202534%2Fksri5oq7yv4a8szz0wa1r.png&w=1033&q=75;;
Game Key;Assassin's Creed Shadows;Rp520.352;14 terjual;Assassin's Creed Shadows - Standard Edition;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fimage_upload%2F202534%2Fksri5oq7yv4a8szz0wa1r.png&w=1033&q=75;;
Game Key;Assassin's Creed Shadows;Rp599.536;14 terjual;Assassin's Creed Shadows - Digital Deluxe Edition;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fimage_upload%2F202534%2Fksri5oq7yv4a8szz0wa1r.png&w=1033&q=75;;
Game Key;.hack//G.U. Last Recode;Rp75.000;15 terjual;.hack//G.U. Last Recode;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitem-type%2F20251218%2F110a627vzbocc3cd3rl5op.jpg&w=1033&q=75;;
Game Key;.hack//G.U. Last Recode;Rp75.000;17 terjual;.hack//G.U. Last Recode;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitem-type%2F20251218%2F110a627vzbocc3cd3rl5op.jpg&w=1033&q=75;;
Game Key;.hack//G.U. Last Recode;Rp66.700;16 terjual;.hack//G.U. Last Recode;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitem-type%2F20251218%2F110a627vzbocc3cd3rl5op.jpg&w=1033&q=75;;
Game Key;Age of Empires III: Definitive Edition;Rp89.000;16 terjual;Age of Empires III: Definitive Edition (Base Game);https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fsteam-app-image%2Fcapsule-landscape%2F933110.jpg&w=1033&q=75;;
Game Key;Age of Empires III: Definitive Edition;Rp100.000;15 terjual;Age of Empires III: Definitive Edition (Base Game);https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fsteam-app-image%2Fcapsule-landscape%2F933110.jpg&w=1033&q=75;;
Game Key;Age of Empires III: Definitive Edition;Rp189.000;14 terjual;Age of Empires III: Definitive Edition (Base Game);https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fsteam-app-image%2Fcapsule-landscape%2F933110.jpg&w=1033&q=75;;
Game Key;Age of Empires III: Definitive Edition;Rp88.000;14 terjual;Age of Empires III: Definitive Edition (Base Game);https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fsteam-app-image%2Fcapsule-landscape%2F933110.jpg&w=1033&q=75;;
Game Key;Age of Empires III: Definitive Edition;Rp85.971;14 terjual;Age of Empires III: Definitive Edition (Base Game);https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fsteam-app-image%2Fcapsule-landscape%2F933110.jpg&w=1033&q=75;;
Game Key;Assassin's Creed Mirage;Rp1.635.000;14 terjual;Assassin’s Creed Mirage Master Assassin Edition;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fsteam-app-image%2Fcapsule-landscape%2F3035570.jpg&w=1033&q=75;;
Game Key;Assassin's Creed Mirage;Rp575.000;14 terjual;Assassin’s Creed® Mirage;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fsteam-app-image%2Fcapsule-landscape%2F3035570.jpg&w=1033&q=75;;
Game Key;Assassin's Creed Mirage;Rp640.000;14 terjual;Assassin’s Creed® Mirage Deluxe Edition;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fsteam-app-image%2Fcapsule-landscape%2F3035570.jpg&w=1033&q=75;;
Game Key;Assassin's Creed Mirage;Rp449.000;14 terjual;Assassin’s Creed® Mirage;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fsteam-app-image%2Fcapsule-landscape%2F3035570.jpg&w=1033&q=75;;
Game Key;Assetto Corsa;Rp80.700;34 terjual;Assetto Corsa;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fsteam-app-image%2Fcapsule-landscape%2F244210.jpg&w=1033&q=75;;
Game Key;Assetto Corsa;Rp80.800;24 terjual;Assetto Corsa;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fsteam-app-image%2Fcapsule-landscape%2F244210.jpg&w=1033&q=75;;
Game Key;Assetto Corsa;Rp125.000;16 terjual;Assetto Corsa;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fsteam-app-image%2Fcapsule-landscape%2F244210.jpg&w=1033&q=75;;
Game Key;Assetto Corsa;Rp87.500;16 terjual;Assetto Corsa;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fsteam-app-image%2Fcapsule-landscape%2F244210.jpg&w=1033&q=75;;
Roblox Games;Roblox;Rp120;;1 Robux;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitem-type%2F2025618%2Fxr1gayk11k57c29k7hjz9.png&w=96&q=75;;
Roblox Games;Roblox;Rp12.000;;100 Robux;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitem-type%2F2025618%2Fo36s21ul51as2a4oznihw9.png&w=96&q=75;;
Roblox Games;Roblox;Rp65.000;;500 Robux;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitem-type%2F2025618%2Fy6wnxkkplb5vjr7sx937m.png&w=96&q=75;;
Roblox Games;Roblox;Rp120.000;;1000 Robux;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitem-type%2F2025618%2F601xf5c7qgnlb1felhxzql.png&w=96&q=75;;
Roblox Games;Roblox;Rp188.000;;1500 Robux;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitem-type%2F2025618%2F9nv3c8smk5qvyss2rhgz5.png&w=96&q=75;;
Roblox Games;Roblox;Rp240.000;;2000 Robux;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitem-type%2F2025618%2Fsvcgeojjg5n5c5zu67s9.png&w=96&q=75;;
Roblox Games;Roblox;Rp383.990;;3000 Robux;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitem-type%2F2025618%2Ff0sv5x3ebuxgiu26u6qri.png&w=96&q=75;;
Roblox Games;Roblox;Rp459.600;;4000 Robux;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitem-type%2F2025618%2F334ua6q0kt50vt4jbkrkfu.png&w=96&q=75;;
Roblox Games;Roblox;Rp574.500;;5000 Robux;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitem-type%2F2025618%2Fxk6o2p4nlaahcq89jen9gt.png&w=96&q=75;;
Roblox Games;Roblox;Rp689.400;;6000 Robux;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitem-type%2F2025618%2Fm6wdfddp07si1vrnhurvig.png&w=96&q=75;;
Roblox Games;Roblox;Rp804.300;;7000 Robux;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitem-type%2F2025618%2Fcjyjcmtyklwkq3z3fgn7lq.png&w=96&q=75;;
Roblox Games;Roblox;Rp919.200;;8000 Robux;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitem-type%2F2025618%2Fvs3m4xxa16cdsd6w58p84.png&w=96&q=75;;
Roblox Games;Roblox;Rp1.034.100;;9000 Robux;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitem-type%2F2025618%2Foth7yluko0rukawa2dewse.png&w=96&q=75;;
Roblox Games;Roblox;Rp1.149.000;;10000 Robux;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitem-type%2F2025618%2Fvea75m8c7ao81w8z1tj86e.png&w=96&q=75;;
Roblox Games;Roblox;Rp200;;1 Robux before Tax;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitem-type%2F2025618%2Fzw8tzf7v5dk5x2r6xwet1n.png&w=96&q=75;;
Roblox Games;Roblox;Rp10.000;;100 Robux before Tax;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitem-type%2F2025618%2F06kuzw99klrcodwqfdpod7.png&w=96&q=75;;
Roblox Games;Roblox;Rp50.000;;500 Robux before Tax;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitem-type%2F2025618%2Fp5bbjf5hmzagr4y1lsmfa.png&w=96&q=75;;
Roblox Games;Roblox;Rp95.000;;1000 Robux before Tax;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitem-type%2F2025618%2F1dbzeg2i4phbifxx4cq52j.png&w=96&q=75;;
Roblox Games;Roblox;Rp150.000;;1500 Robux before Tax;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitem-type%2F2025618%2Fsspw31c9c0pmrgae7typ58.png&w=96&q=75;;
Roblox Games;Roblox;Rp200.000;;2000 Robux before Tax;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitem-type%2F2025618%2F8w5t0q02g11newobxe6pg.png&w=96&q=75;;
Roblox Games;Roblox;Rp300.000;;3000 Robux before Tax;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitem-type%2F2025618%2F4v1ajrv7xqr6a8eh1pp2qw.png&w=96&q=75;;
Roblox Games;Roblox;Rp400.000;;4000 Robux before Tax;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitem-type%2F2025618%2Fvx7ft7x5yredr0dcaeeuj.png&w=96&q=75;;
Roblox Games;Roblox;Rp449.990;;5000 Robux before Tax;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitem-type%2F2025618%2Fxyjjii9oomqnmbfz9a2dt8.png&w=96&q=75;;
Roblox Games;Roblox;Rp539.990;;6000 Robux before Tax;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitem-type%2F2025618%2Fxgbxvsm1vj6nfh9e560iy.png&w=96&q=75;;
Roblox Games;Roblox;Rp791.000;;7000 Robux before Tax;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitem-type%2F2025618%2F25l3kbnxw2bjuejgvryjt9.png&w=96&q=75;;
Roblox Games;Roblox;Rp904.000;;8000 Robux before Tax;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitem-type%2F2025618%2F7pb2ab6k3c5yb3fji77wj.png&w=96&q=75;;
Roblox Games;Roblox;Rp1.017.000;;9000 Robux before Tax;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitem-type%2F2025618%2Fbtbkhurhsfs0md4th3yt2wb.png&w=96&q=75;;
Roblox Games;Roblox;Rp899.990;;10000 Robux before Tax;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitem-type%2F2025618%2F6frew787xzhahegkdxo2va.png&w=96&q=75;;
Roblox Games;Fisch;Rp150;14165 terjual;Cosmic Relic;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F2025106%2F337cxzsi6ep6zvjx8zghyt_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Fisch;Rp80;8867 terjual;Enchant Relic;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F202516%2F7b2wz6gdt8x60nv1k6b05b_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Fisch;Rp100;8249 terjual;Exalted Relic;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F202547%2Fhqgu14fjkzfxs2tpews1x_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Fisch;Rp4.500;7095 terjual;Onirifalx Rod Set;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F2025106%2F20ha0eqbko53l312p3f8dg_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Fisch;Rp120;483 terjual;Cosmic Relic;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F2026122%2F75r56y68sd6dvsfo84he47_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Fisch;Rp120;940 terjual;Cosmic Relic | Fisch;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F20251115%2Fxzr50xu8ywbgjhe2qo9b8l_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Fisch;Rp80;5 terjual;Enchant Relic;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F202637%2Fvc12pmdkohhipj55yj2v8_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Fisch;Rp80;1118 terjual;Exalted Relic (New Relic) | Fisch (Update);https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F2026419%2Ffugdl9cvsjgarwx22s7478_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Fisch;Rp80;6558 terjual;Exalted Relic;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F2025104%2Ffrftdtsoh6776axoaebvhi_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Fisch;Rp19.500;2547 terjual;Private Server Fisch 1 Bulan;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F2025118%2Fhvcg5rxe41eeeirp19eru6_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Fisch;Rp3.500;2296 terjual;Enchant Relic - Fisch - RBL;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F2025121%2Fbb6s2cnci6phn5oj40hv1d_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Fisch;Rp5.500;2172 terjual;Wind Elemental Set;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F20251021%2Fvznpta3s82khmjm2nwqmb_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Fisch;Rp2.500;2047 terjual;Chaotic Enchant Relic | FISCH;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F2025915%2Fajd25jbhif5tdyayc8it38_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Fisch;Rp6.000;1848 terjual;Dreambreaker Rod Set;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F20251110%2Fu42ujndcijgwlowd25xxwl_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Fisch;Rp2.500;1768 terjual;Chaotic Enchant Relic;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F2025711%2Fh0bl8pxht44hytx54mxiy_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Fisch;Rp79;1742 terjual;Exalted Relic;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F202613%2Fkx4cw5m3xjf7kroznzcllq_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Fisch;Rp180;62 terjual;Cosmic Relic;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F2026418%2Fg1lgvh2n9zpys7i152rmf_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Fisch;Rp25.000;;Bloop Boat (Perahu 5 kursi, Speed 225s/ps) | Fisch;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F20251114%2F4zem3ob9ak5tqocv2rs5qg_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Fisch;Rp6.000;161 terjual;Onirifalx Rod Set;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F2026211%2Fccxz8onoozk4hcwejw2a_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Fisch;Rp12.200;48 terjual;Wind Elemental Set;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F2026122%2Ft7rfofp9msmucboinjuum_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Fisch;Rp4.900;1704 terjual;Bahan Rod Of The Exalted One;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F2025112%2F7h0jhhi1jzp9u52v0ot1mq_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Fisch;Rp150;1658 terjual;EXALTED RELIC;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F2026123%2F80fymuy1ls9g7cnj8wxwt_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Fisch;Rp1.800;1574 terjual;Moonstone;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F202611%2F8cd3be68y345pby5ak2iie_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Fisch;Rp4.305;1330 terjual;Paket Rod Of The Exalted One (ROTEO) | Fisch RBL;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F2026424%2Ft3otl4et5umt8enak9xm_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Fisch;Rp2.500;1231 terjual;Aurora Totem;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F20241212%2Fx116dyqtc8dmpdtv92jqsi_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Fisch;Rp10.000;923 terjual;Charred Boot;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F20251013%2Fnreti2oa86ckjytamvcj6r_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Fisch;Rp8.000;886 terjual;Shrouded Golden Sea Pearl;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F20251028%2Fm87s5rxxhwa46m5h74naa_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Fisch;Rp500;871 terjual;Twisted Relic;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F20251215%2Fdif4ioei9znf715p9znu9_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Fisch;Rp11.500;47 terjual;Dreambreaker Rod Set;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F2026122%2Fger0jadkw4q95knvl30qr8_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Fisch;Rp3.700;55 terjual;Merlin Staff Set;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F2026122%2Fk8w8vqiordr7x4jjhr5w_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Fisch;Rp4.900;55 terjual;Lucid Rod Set;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F2026122%2Fqw0aj1tuu9q3r9yi5x6hi_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Fisch;Rp28.000;;Limited Boat Dead Fish Express (Perahu 4 kursi, Speed 190s/ps) | Fisch;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F20251114%2Fsc3jdwc5mukzknx8p15ox_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Adopt Me Trading Hub;Rp2.000;;Boosting / Joki Full Grown Legendary Pet;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F2026420%2Fyek48d3npbel4dc9h74b_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Adopt Me Trading Hub;Rp1.500;Baru;Boosting / Joki Full Grown Ultra Rare Pet;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F2026420%2Fk5tp1rxxxxjpwvkjkzxx8_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Adopt Me Trading Hub;Rp1.000;Baru;Boosting / Joki Full Grown Rare Pet;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F2026420%2Fwlkdc4p82pqeywoknjjed_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Adopt Me Trading Hub;Rp1.000;Baru;Boosting / Joki Full Grown Uncommon Pet;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F2026420%2Ffbn9b9jx88fxv3nni8htc_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Adopt Me Trading Hub;Rp500;Baru;Boosting / Joki Full Grown Common Pet;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F2026420%2Fikkjozrnseduz8kdiclkdd_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Rivals;Rp4.600;;Key Bundle;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitem-type%2F202649%2Fo1w1pfngvj8l2dih21mo5.jpg&w=96&q=75;;
Roblox Games;Rivals;Rp42.200;;Super Key Bundle;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitem-type%2F202649%2Fzpp8veldjanl107m0vql7q.jpg&w=96&q=75;;
Roblox Games;Rivals;Rp18.700;;Mega Key Bundle;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitem-type%2F202649%2Fz5rd7fozw1iow44f1mtus.jpg&w=96&q=75;;
Roblox Games;Rivals;Rp206.700;;Ultra Key Bundle;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitem-type%2F202649%2F5f7n6b98invc1sv6yv3t7i.jpg&w=96&q=75;;
Roblox Games;Rivals;Rp469.900;;Legendary Key Bundle;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitem-type%2F202649%2Fmiwj15sdcwsquu1jmpfkl.jpg&w=96&q=75;;
Roblox Games;Rivals;Rp23.406;;Skin case;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitem-type%2F202649%2Fwesziytjq2fmxe3jg8787r.jpg&w=96&q=75;;
Roblox Games;Rivals;Rp23.406;;Skin Case 2;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitem-type%2F202649%2Fcdzqwjk3qoi0ee23n6frb.jpg&w=96&q=75;;
Roblox Games;Rivals;Rp23.400;;Skin Case 3;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitem-info%2F202649%2Fkh4j9fk1wbmi70v22zeyr.jpg&w=96&q=75;;
Roblox Games;Fish It!;Rp400;6240 terjual;Thin Armor Shark;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F2025123%2F8gfayx2odd9812ds7khga_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Fish It!;Rp600;3821 terjual;1M Coins;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F20251219%2Fog4ervu9y4qttbi09k3d5r_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Fish It!;Rp400;3542 terjual;Elshark Gran Maja;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F20251219%2Fxb01weifdoihwae6g6j5_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Fish It!;Rp500;3146 terjual;SECRET TUMBAL;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F20251120%2F5fqj530z4bs2ou7r6rdpi_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Fish It!;Rp1.000;;Festive Flatheaded Whale Shark;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F2026119%2F1caglt1zqz735b8oxo9uho_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Fish It!;Rp1.000;10 terjual;Pink Dolphin;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F202625%2Feh7hwjp4dl901acmdw2yu_thumbnail.jpg&w=1033&q=75;;
Roblox Games;Fish It!;Rp500;8 terjual;Queen Crab;https://imgop.itemku.com/?url=https%3A%2F%2Fd1x91p7vw3vuq8.cloudfront.net%2Fitemku-upload%2F2026320%2Fpj51enheh7m4puwmprj645_thumbnail.jpg&w=1033&q=75;;
